hospital_name,payer_name,code,code_type,description,negotiated_rate,cash_price,setting,gross_charge,charge_min,charge_max,effective_price,source_file,is_outlier,payer_group,payer_canonical
Swedish Medical Center,Cigna - All Commercial Plans,742,DRG,Uterine and adnexa procedures for non-malignancy with CC/MCC,42179.84,,inpatient,,12172.13,63927.23,42179.84,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Cigna,Cigna - Commercial
Swedish Medical Center,Community Health Plan - Medicaid Managed Care Plan,742,DRG,Uterine and adnexa procedures for non-malignancy with CC/MCC,12172.13,,inpatient,,12172.13,63927.23,12172.13,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Community Health Plan of WA,Community Health Plan of WA - Medicaid
Swedish Medical Center,Coordinated Care - Ambetter Exchange,742,DRG,Uterine and adnexa procedures for non-malignancy with CC/MCC,33979.57,,inpatient,,12172.13,63927.23,33979.57,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Coordinated Care,Coordinated Care - Exchange
Swedish Medical Center,Coordinated Care - Cascade Care Select Exchange,742,DRG,Uterine and adnexa procedures for non-malignancy with CC/MCC,29747.31,,inpatient,,12172.13,63927.23,29747.31,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Coordinated Care,Coordinated Care - Exchange
Swedish Medical Center,Kaiser - All Commercial Plans,742,DRG,Uterine and adnexa procedures for non-malignancy with CC/MCC,21834.08,,inpatient,,12172.13,63927.23,21834.08,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Kaiser Permanente,Kaiser Permanente - Commercial
Swedish Medical Center,Kaiser - Medicare Managed Care Plan,742,DRG,Uterine and adnexa procedures for non-malignancy with CC/MCC,16386.71,,inpatient,,12172.13,63927.23,16386.71,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Kaiser Permanente,Kaiser Permanente - Medicare Advantage
Swedish Medical Center,Molina - Medicaid Managed Care Plan,742,DRG,Uterine and adnexa procedures for non-malignancy with CC/MCC,12309.96,,inpatient,,12172.13,63927.23,12309.96,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Molina Healthcare,Molina Healthcare - Medicaid
Swedish Medical Center,UnitedHealthCare - All Commercial Plans,742,DRG,Uterine and adnexa procedures for non-malignancy with CC/MCC,45973.02,,inpatient,,12172.13,63927.23,45973.02,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,UnitedHealthcare,UnitedHealthcare - Commercial
Swedish Medical Center,UnitedHealthCare - Medicaid Managed Care Plan,742,DRG,Uterine and adnexa procedures for non-malignancy with CC/MCC,12983.98,,inpatient,,12172.13,63927.23,12983.98,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,UnitedHealthcare,UnitedHealthcare - Medicaid
Swedish Medical Center,UnitedHealthCare - Medicare Managed Care Plan,742,DRG,Uterine and adnexa procedures for non-malignancy with CC/MCC,17651.33,,inpatient,,12172.13,63927.23,17651.33,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,UnitedHealthcare,UnitedHealthcare - Medicare Advantage
Swedish Medical Center,Aetna - All Commercial Plans,743,DRG,Uterine and adnexa procedures for non-malignancy,46525.25,,inpatient,,9898.43,46525.25,46525.25,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Aetna,Aetna - Commercial
Swedish Medical Center,Aetna - Medicare Managed Care - PPO,743,DRG,Uterine and adnexa procedures for non-malignancy,12583.56,,inpatient,,9898.43,46525.25,12583.56,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Aetna,Aetna - Medicare Advantage
Swedish Medical Center,Blue Cross - Premera All Commercial Plans,743,DRG,Uterine and adnexa procedures for non-malignancy,26464.99,,inpatient,,9898.43,46525.25,26464.99,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Premera Blue Cross,Premera Blue Cross - Commercial
Swedish Medical Center,Blue Cross - Premera Lifewise Exchange,743,DRG,Uterine and adnexa procedures for non-malignancy,22369.99,,inpatient,,9898.43,46525.25,22369.99,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Premera Blue Cross,Premera Blue Cross - Exchange
Swedish Medical Center,Blue Shield-First Hill - Regence All Commercial Plans,743,DRG,Uterine and adnexa procedures for non-malignancy,39649.3,,inpatient,,9898.43,46525.25,39649.3,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Regence BlueShield,Regence BlueShield - Commercial
Swedish Medical Center,Blue Shield-First Hill - Uniform Exchange,743,DRG,Uterine and adnexa procedures for non-malignancy,24638.79,,inpatient,,9898.43,46525.25,24638.79,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Blue Shield,Blue Shield - Exchange
Swedish Medical Center,Cigna - All Commercial Plans,743,DRG,Uterine and adnexa procedures for non-malignancy,30648.34,,inpatient,,9898.43,46525.25,30648.34,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Cigna,Cigna - Commercial
Swedish Medical Center,Community Health Plan - Medicaid Managed Care Plan,743,DRG,Uterine and adnexa procedures for non-malignancy,10846.94,,inpatient,,9898.43,46525.25,10846.94,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Community Health Plan of WA,Community Health Plan of WA - Medicaid
Swedish Medical Center,Coordinated Care - Cascade Care Select Exchange,743,DRG,Uterine and adnexa procedures for non-malignancy,20215.56,,inpatient,,9898.43,46525.25,20215.56,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Coordinated Care,Coordinated Care - Exchange
Swedish Medical Center,First Choice - Health Administrators All Commercial Plans,743,DRG,Uterine and adnexa procedures for non-malignancy,34228.1,,inpatient,,9898.43,46525.25,34228.1,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,First Choice Health,First Choice Health - Commercial
Swedish Medical Center,Kaiser - All Commercial Plans,743,DRG,Uterine and adnexa procedures for non-malignancy,14138.27,,inpatient,,9898.43,46525.25,14138.27,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Kaiser Permanente,Kaiser Permanente - Commercial
Swedish Medical Center,Kaiser - Medicare Managed Care Plan,743,DRG,Uterine and adnexa procedures for non-malignancy,11603.51,,inpatient,,9898.43,46525.25,11603.51,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Kaiser Permanente,Kaiser Permanente - Medicare Advantage
Swedish Medical Center,Molina - Medicaid Managed Care Plan,743,DRG,Uterine and adnexa procedures for non-malignancy,9898.43,,inpatient,,9898.43,46525.25,9898.43,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Molina Healthcare,Molina Healthcare - Medicaid
Swedish Medical Center,UnitedHealthCare - All Commercial Plans,743,DRG,Uterine and adnexa procedures for non-malignancy,32658.01,,inpatient,,9898.43,46525.25,32658.01,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,UnitedHealthcare,UnitedHealthcare - Commercial
Swedish Medical Center,UnitedHealthCare - Medicare Managed Care Plan,743,DRG,Uterine and adnexa procedures for non-malignancy,11240.86,,inpatient,,9898.43,46525.25,11240.86,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,UnitedHealthcare,UnitedHealthcare - Medicare Advantage
Swedish Medical Center,Aetna - All Commercial Plans,768,DRG,Vaginal delivery with OR procedure,28418.24,,inpatient,,4759.84,69185.76,28418.24,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Aetna,Aetna - Commercial
Swedish Medical Center,Aetna - Whole Health Other Commercial Plan,768,DRG,Vaginal delivery with OR procedure,15680.95,,inpatient,,4759.84,69185.76,15680.95,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Aetna,Aetna - Commercial
Swedish Medical Center,Amerigroup - Medicaid Managed Care Plan,768,DRG,Vaginal delivery with OR procedure,4986.41,,inpatient,,4759.84,69185.76,4986.41,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Amerigroup,Amerigroup - Medicaid
Swedish Medical Center,Blue Cross - Premera All Commercial Plans,768,DRG,Vaginal delivery with OR procedure,25907.36,,inpatient,,4759.84,69185.76,25907.36,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Premera Blue Cross,Premera Blue Cross - Commercial
Swedish Medical Center,Blue Cross - Premera Heritage Signature Exchange,768,DRG,Vaginal delivery with OR procedure,69185.76,,inpatient,,4759.84,69185.76,69185.76,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Premera Blue Cross,Premera Blue Cross - Exchange
Swedish Medical Center,Blue Shield-First Hill - Regence All Commercial Plans,768,DRG,Vaginal delivery with OR procedure,25000.0,,inpatient,,4759.84,69185.76,25000.0,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Regence BlueShield,Regence BlueShield - Commercial
Swedish Medical Center,Blue Shield-First Hill - Uniform Exchange,768,DRG,Vaginal delivery with OR procedure,24137.85,,inpatient,,4759.84,69185.76,24137.85,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Blue Shield,Blue Shield - Exchange
Swedish Medical Center,Cigna - All Commercial Plans,768,DRG,Vaginal delivery with OR procedure,10111.31,,inpatient,,4759.84,69185.76,10111.31,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Cigna,Cigna - Commercial
Swedish Medical Center,Community Health Plan - Cascade Care Exchange,768,DRG,Vaginal delivery with OR procedure,20714.35,,inpatient,,4759.84,69185.76,20714.35,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Community Health Plan of WA,Community Health Plan of WA - Exchange
Swedish Medical Center,Community Health Plan - Medicaid Managed Care Plan,768,DRG,Vaginal delivery with OR procedure,4759.84,,inpatient,,4759.84,69185.76,4759.84,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Community Health Plan of WA,Community Health Plan of WA - Medicaid
Swedish Medical Center,Coordinated Care - Ambetter Exchange,768,DRG,Vaginal delivery with OR procedure,21842.28,,inpatient,,4759.84,69185.76,21842.28,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Coordinated Care,Coordinated Care - Exchange
Swedish Medical Center,Coordinated Care - Cascade Care Select Exchange,768,DRG,Vaginal delivery with OR procedure,19679.02,,inpatient,,4759.84,69185.76,19679.02,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Coordinated Care,Coordinated Care - Exchange
Swedish Medical Center,Coordinated Care - Medicaid Managed Care Plan,768,DRG,Vaginal delivery with OR procedure,4986.41,,inpatient,,4759.84,69185.76,4986.41,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Coordinated Care,Coordinated Care - Medicaid
Swedish Medical Center,First Choice - All Commercial Plans,768,DRG,Vaginal delivery with OR procedure,60541.38,,inpatient,,4759.84,69185.76,60541.38,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,First Choice Health,First Choice Health - Commercial
Swedish Medical Center,Humana - Choice Care Medicare Managed Care Plan,768,DRG,Vaginal delivery with OR procedure,12798.45,,inpatient,,4759.84,69185.76,12798.45,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Humana,Humana - Medicare Advantage
Swedish Medical Center,Kaiser - All Commercial Plans,768,DRG,Vaginal delivery with OR procedure,14175.69,,inpatient,,4759.84,69185.76,14175.69,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Kaiser Permanente,Kaiser Permanente - Commercial
Swedish Medical Center,Molina - Exchange,768,DRG,Vaginal delivery with OR procedure,17615.64,,inpatient,,4759.84,69185.76,17615.64,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Molina Healthcare,Molina Healthcare - Exchange
Swedish Medical Center,Molina - Medicaid Managed Care Plan,768,DRG,Vaginal delivery with OR procedure,4986.5,,inpatient,,4759.84,69185.76,4986.5,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Molina Healthcare,Molina Healthcare - Medicaid
Swedish Medical Center,UnitedHealthCare - ACO Tiered Other Commercial Plan,768,DRG,Vaginal delivery with OR procedure,12840.0,,inpatient,,4759.84,69185.76,12840.0,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,UnitedHealthcare,UnitedHealthcare - Commercial
Swedish Medical Center,UnitedHealthCare - All Commercial Plans,768,DRG,Vaginal delivery with OR procedure,13729.01,,inpatient,,4759.84,69185.76,13729.01,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,UnitedHealthcare,UnitedHealthcare - Commercial
Swedish Medical Center,UnitedHealthCare - Medicaid Managed Care Plan,768,DRG,Vaginal delivery with OR procedure,5076.98,,inpatient,,4759.84,69185.76,5076.98,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,UnitedHealthcare,UnitedHealthcare - Medicaid
Swedish Medical Center,Blue Cross - Premera All Commercial Plans,783,DRG,Cesarean section with sterilization with MCC,43593.85,,inpatient,,7314.09,48789.86,43593.85,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Premera Blue Cross,Premera Blue Cross - Commercial
Swedish Medical Center,Blue Cross - Premera Heritage Signature Exchange,783,DRG,Cesarean section with sterilization with MCC,34464.44,,inpatient,,7314.09,48789.86,34464.44,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Premera Blue Cross,Premera Blue Cross - Exchange
Swedish Medical Center,Blue Shield-First Hill - Regence All Commercial Plans,783,DRG,Cesarean section with sterilization with MCC,48789.86,,inpatient,,7314.09,48789.86,48789.86,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Regence BlueShield,Regence BlueShield - Commercial
Swedish Medical Center,Blue Shield-First Hill - Uniform Exchange,783,DRG,Cesarean section with sterilization with MCC,40007.16,,inpatient,,7314.09,48789.86,40007.16,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Blue Shield,Blue Shield - Exchange
Swedish Medical Center,Community Health Plan - Medicaid Managed Care Plan,783,DRG,Cesarean section with sterilization with MCC,9885.47,,inpatient,,7314.09,48789.86,9885.47,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Community Health Plan of WA,Community Health Plan of WA - Medicaid
Swedish Medical Center,Coordinated Care - Medicaid Managed Care Plan,783,DRG,Cesarean section with sterilization with MCC,9215.72,,inpatient,,7314.09,48789.86,9215.72,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Coordinated Care,Coordinated Care - Medicaid
Swedish Medical Center,Kaiser - All Commercial Plans,783,DRG,Cesarean section with sterilization with MCC,21460.32,,inpatient,,7314.09,48789.86,21460.32,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Kaiser Permanente,Kaiser Permanente - Commercial
Swedish Medical Center,Molina - Medicaid Managed Care Plan,783,DRG,Cesarean section with sterilization with MCC,8857.93,,inpatient,,7314.09,48789.86,8857.93,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Molina Healthcare,Molina Healthcare - Medicaid
Swedish Medical Center,UnitedHealthCare - All Commercial Plans,783,DRG,Cesarean section with sterilization with MCC,22229.59,,inpatient,,7314.09,48789.86,22229.59,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,UnitedHealthcare,UnitedHealthcare - Commercial
Swedish Medical Center,UnitedHealthCare - Medicaid Managed Care Plan,783,DRG,Cesarean section with sterilization with MCC,7314.09,,inpatient,,7314.09,48789.86,7314.09,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,UnitedHealthcare,UnitedHealthcare - Medicaid
Swedish Medical Center,Aetna - All Commercial Plans,784,DRG,Cesarean section with sterilization with CC,28657.49,,inpatient,,7183.48,39259.68,28657.49,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Aetna,Aetna - Commercial
Swedish Medical Center,Amerigroup - Medicaid Managed Care Plan,784,DRG,Cesarean section with sterilization with CC,7183.48,,inpatient,,7183.48,39259.68,7183.48,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Amerigroup,Amerigroup - Medicaid
Swedish Medical Center,Blue Cross - Premera All Commercial Plans,784,DRG,Cesarean section with sterilization with CC,23585.0,,inpatient,,7183.48,39259.68,23585.0,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Premera Blue Cross,Premera Blue Cross - Commercial
Swedish Medical Center,Blue Shield-First Hill - Regence All Commercial Plans,784,DRG,Cesarean section with sterilization with CC,39259.68,,inpatient,,7183.48,39259.68,39259.68,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Regence BlueShield,Regence BlueShield - Commercial
Swedish Medical Center,Blue Shield-First Hill - Uniform Exchange,784,DRG,Cesarean section with sterilization with CC,21076.46,,inpatient,,7183.48,39259.68,21076.46,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Blue Shield,Blue Shield - Exchange
Swedish Medical Center,Cigna - All Commercial Plans,784,DRG,Cesarean section with sterilization with CC,14679.04,,inpatient,,7183.48,39259.68,14679.04,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Cigna,Cigna - Commercial
Swedish Medical Center,Community Health Plan - Medicaid Managed Care Plan,784,DRG,Cesarean section with sterilization with CC,10736.69,,inpatient,,7183.48,39259.68,10736.69,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Community Health Plan of WA,Community Health Plan of WA - Medicaid
Swedish Medical Center,Coordinated Care - Cascade Care Select Exchange,784,DRG,Cesarean section with sterilization with CC,15373.63,,inpatient,,7183.48,39259.68,15373.63,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Coordinated Care,Coordinated Care - Exchange
Swedish Medical Center,Coordinated Care - Medicaid Managed Care Plan,784,DRG,Cesarean section with sterilization with CC,7183.68,,inpatient,,7183.48,39259.68,7183.68,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Coordinated Care,Coordinated Care - Medicaid
Swedish Medical Center,First Choice - Health Administrators All Commercial Plans,784,DRG,Cesarean section with sterilization with CC,28344.36,,inpatient,,7183.48,39259.68,28344.36,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,First Choice Health,First Choice Health - Commercial
Swedish Medical Center,Kaiser - All Commercial Plans,784,DRG,Cesarean section with sterilization with CC,12491.75,,inpatient,,7183.48,39259.68,12491.75,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Kaiser Permanente,Kaiser Permanente - Commercial
Swedish Medical Center,Molina - Medicaid Managed Care Plan,784,DRG,Cesarean section with sterilization with CC,7183.68,,inpatient,,7183.48,39259.68,7183.68,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Molina Healthcare,Molina Healthcare - Medicaid
Swedish Medical Center,UnitedHealthCare - All Commercial Plans,784,DRG,Cesarean section with sterilization with CC,21990.0,,inpatient,,7183.48,39259.68,21990.0,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,UnitedHealthcare,UnitedHealthcare - Commercial
Swedish Medical Center,UnitedHealthCare - Medicaid Managed Care Plan,784,DRG,Cesarean section with sterilization with CC,7314.09,,inpatient,,7183.48,39259.68,7314.09,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,UnitedHealthcare,UnitedHealthcare - Medicaid
Swedish Medical Center,Aetna - All Commercial Plans,785,DRG,Cesarean section with sterilization without CC/MCC,28669.33,,inpatient,,6062.65,32000.0,28669.33,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Aetna,Aetna - Commercial
Swedish Medical Center,Amerigroup - Medicaid Managed Care Plan,785,DRG,Cesarean section with sterilization without CC/MCC,7403.74,,inpatient,,6062.65,32000.0,7403.74,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Amerigroup,Amerigroup - Medicaid
Swedish Medical Center,Blue Cross - Premera All Commercial Plans,785,DRG,Cesarean section with sterilization without CC/MCC,20605.25,,inpatient,,6062.65,32000.0,20605.25,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Premera Blue Cross,Premera Blue Cross - Commercial
Swedish Medical Center,Blue Shield-First Hill - Regence All Commercial Plans,785,DRG,Cesarean section with sterilization without CC/MCC,32000.0,,inpatient,,6062.65,32000.0,32000.0,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Regence BlueShield,Regence BlueShield - Commercial
Swedish Medical Center,Blue Shield-First Hill - Uniform Exchange,785,DRG,Cesarean section with sterilization without CC/MCC,16881.04,,inpatient,,6062.65,32000.0,16881.04,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Blue Shield,Blue Shield - Exchange
Swedish Medical Center,Cigna - All Commercial Plans,785,DRG,Cesarean section with sterilization without CC/MCC,15126.0,,inpatient,,6062.65,32000.0,15126.0,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Cigna,Cigna - Commercial
Swedish Medical Center,Community Health Plan - Medicaid Managed Care Plan,785,DRG,Cesarean section with sterilization without CC/MCC,6624.68,,inpatient,,6062.65,32000.0,6624.68,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Community Health Plan of WA,Community Health Plan of WA - Medicaid
Swedish Medical Center,Coordinated Care - Ambetter Exchange,785,DRG,Cesarean section with sterilization without CC/MCC,15779.45,,inpatient,,6062.65,32000.0,15779.45,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Coordinated Care,Coordinated Care - Exchange
Swedish Medical Center,Coordinated Care - Medicaid Managed Care Plan,785,DRG,Cesarean section with sterilization without CC/MCC,6232.63,,inpatient,,6062.65,32000.0,6232.63,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Coordinated Care,Coordinated Care - Medicaid
Swedish Medical Center,Kaiser - All Commercial Plans,785,DRG,Cesarean section with sterilization without CC/MCC,9594.27,,inpatient,,6062.65,32000.0,9594.27,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Kaiser Permanente,Kaiser Permanente - Commercial
Swedish Medical Center,Molina - Medicaid Managed Care Plan,785,DRG,Cesarean section with sterilization without CC/MCC,6062.65,,inpatient,,6062.65,32000.0,6062.65,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Molina Healthcare,Molina Healthcare - Medicaid
Swedish Medical Center,UnitedHealthCare - All Commercial Plans,785,DRG,Cesarean section with sterilization without CC/MCC,23639.0,,inpatient,,6062.65,32000.0,23639.0,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,UnitedHealthcare,UnitedHealthcare - Commercial
Swedish Medical Center,UnitedHealthCare - Medicaid Managed Care Plan,785,DRG,Cesarean section with sterilization without CC/MCC,6345.95,,inpatient,,6062.65,32000.0,6345.95,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,UnitedHealthcare,UnitedHealthcare - Medicaid
Swedish Medical Center,Aetna - All Commercial Plans,786,DRG,Cesarean section without sterilization with MCC,20582.0,,inpatient,,9697.17,43514.36,20582.0,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Aetna,Aetna - Commercial
Swedish Medical Center,Amerigroup - Medicaid Managed Care Plan,786,DRG,Cesarean section without sterilization with MCC,10356.2,,inpatient,,9697.17,43514.36,10356.2,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Amerigroup,Amerigroup - Medicaid
Swedish Medical Center,Blue Cross - Premera All Commercial Plans,786,DRG,Cesarean section without sterilization with MCC,36484.47,,inpatient,,9697.17,43514.36,36484.47,/Users/ryancorley/Documents/git/surgery-cost-benchmarking/data/raw/910433740_swedish-medical-center_standardcharges.json,False,Premera Blue Cross,Premera Blue Cross - Commercial
